feature,importance
7,0.23891530852741755
9,0.15374027703475476
0,0.09947712598884396
10,0.08368115235544317
8,0.0701172248372378
15,0.05496769744484148
13,0.04955845973083236
3,0.04319764806134487
14,0.0392215045183315
2,0.03547933996438212
11,0.029439216204769175
1,0.029114491782616783
5,0.02011450325222631
4,0.019336039512810193
12,0.01852774325199119
6,0.015112267532156835
