feature,importance
18,0.7444917205431698
9,0.0405579962605456
10,0.030614018670538586
7,0.025491971057904215
16,0.021827635308784808
8,0.020102817693405522
0,0.018837625272598007
15,0.017385629733127995
17,0.016243310158382696
3,0.011188256500625037
11,0.010429732050414735
2,0.007391727782528874
13,0.005885389629599905
14,0.005840271482773058
4,0.0057179638169148695
1,0.005136121423352557
6,0.004468226814808442
5,0.00430899208490222
12,0.004080593715623145
